ID,Target_Form_ID,Source_Form_ID,Comment,Source,Source_relation,Source_word,Source_meaning,Source_certain,Source_languoid,Source_languoid_glottocode
1,Manange-1-28-1,,,,immediate,oɖhaar,cave,yes,Nepali,nepa1252
2,Manange-1-32-1,,,,immediate,samundra,sea,yes,Nepali,nepa1252
3,Manange-1-39-1,,,,immediate,chaharo,waterfall,yes,Nepali,nepa1252
4,Manange-1-78-1,,,,immediate,mewsam,weather/monsoon,yes,Nepali,nepa1252
5,Manange-1-87-1,,,,immediate,match,match,yes,English,stan1293
6,Manange-2-611-1,,,,immediate,rgad po (Written Tibetan),old animates/humans,yes,Tibetan,
7,Manange-2-461-1,,,,immediate,rgad po (Written Tibetan),old animates/humans,yes,Tibetan,
8,Manange-2-6412-1,,,,immediate,rgad po (Written Tibetan),old animates/humans,yes,Tibetan,
9,Manange-2-71-1,,,,immediate,rgad po (Written Tibetan),old animates/humans,yes,Tibetan,
10,Manange-2-61-1,,,,immediate,rgad po (Written Tibetan),old animates/humans,yes,Tibetan,
11,Manange-3-16-1,,,,immediate,gotha,pasture,yes,Nepali,nepa1252
12,Manange-3-35-1,,,,immediate,"ghuri, sungkur",pig,yes,Nepali,nepa1252
13,Manange-3-52-1,,,,immediate,bhaale,rooster,yes,Nepali,nepa1252
14,Manange-3-594-1,,,,immediate,parewa,pigeon/dove,yes,Nepali,nepa1252
15,Manange-3-665-1,,,,immediate,baam maacho,eel,yes,Nepali,nepa1252
16,Manange-3-71-1,,,,immediate,siyal,wolf,yes,Nepali,nepa1252
17,Manange-3-72-1,,,,immediate,singhi,lion,yes,Nepali,nepa1252
18,Manange-3-812-1,,,,immediate,likho,nit,yes,Nepali,nepa1252
19,Manange-3-816-1,,,,immediate,saanglaa,cockroach,yes,Nepali,nepa1252
20,Manange-3-832-1,,,,immediate,lamkhutte,mosquito,yes,Nepali,nepa1252
21,Manange-3-97-1,,,,immediate,gohi,alligator,yes,Nepali,nepa1252
22,Manange-4-162-1,,,,immediate,karan,rib,yes,Nepali,nepa1252
23,Manange-4-203-1,,,,immediate,shakti,"brain, energy",yes,Nepali,nepa1252
24,Manange-4-215-1,,,,immediate,cimlanu,to blink,yes,Nepali,nepa1252
25,Manange-4-281-1,,,,immediate,ghuccuk,nape,yes,Nepali,nepa1252
26,Manange-4-464-1,,,,immediate,caak,buttocks,yes,Nepali,nepa1252
27,Manange-4-52-1,,,,immediate,haii,yawn,yes,Nepali,nepa1252
28,Manange-4-56-1,,,,immediate,thuuk phaalnu,to spit,yes,Nepali,nepa1252
29,Manange-4-751-1,,,,immediate,ɖubnu,"to drown, sink (intrans)",yes,Nepali,nepa1252
30,Manange-4-83-1,,,,immediate,saasi,healthy,yes,Nepali,nepa1252
31,Manange-4-93-1,,,,immediate,khulke,bald,yes,Nepali,nepa1252
32,Manange-5-31-1,,,,immediate,thaale,dish,yes,Nepali,nepa1252
33,Manange-5-32-1,,,,immediate,thaali,plate,yes,Nepali,nepa1252
34,Manange-5-35-1,,,,immediate,kaaso,cup,yes,Nepali,nepa1252
35,Manange-5-36-1,,,,immediate,plate,plate/dish/saucer,yes,English,stan1293
36,Manange-5-391-1,,,,immediate,dzimti,tongs,yes,Nepali,nepa1252
37,Manange-5-66-1,,,,immediate,simi,(green) bean,yes,Nepali,nepa1252
38,Manange-5-7-1,,,,immediate,aalu,potato,yes,Nepali,nepa1252
39,Manange-5-76-1,,,,immediate,anggur,grape,yes,Nepali,nepa1252
40,Manange-5-85-1,,,,immediate,candy,candy,yes,English,stan1293
41,Manange-23-565-1,,,,immediate,candy,candy,yes,English,stan1293
42,Manange-6-24-1,,,,immediate,ril,reel of cotton or thread,yes,Nepali,nepa1252
43,Manange-6-25-1,,,,immediate,resham,silk,yes,Nepali,nepa1252
44,Manange-6-43-1,,,,immediate,kot,coat,yes,Nepali,nepa1252
45,Manange-6-44-1,,,,immediate,"kamij, kurtaa",shirt,yes,Nepali,nepa1252
46,Manange-6-46-1,,,,immediate,jhyama,skirt,yes,Nepali,nepa1252
47,Manange-6-57-1,,,,immediate,peti,belt,yes,Nepali,nepa1252
48,Manange-6-71-1,,,,immediate,"alankar, karnyaphul, kunDal",ornament,yes,Nepali,nepa1252
49,Manange-6-81-1,,,,immediate,rumaal,"handkerchief, rag",yes,Nepali,nepa1252
50,Manange-6-82-1,,,,immediate,tauli,towel,yes,Nepali,nepa1252
51,Manange-6-91-1,,,,immediate,kaaŋiyo,comb,yes,Nepali,nepa1252
52,Manange-6-94-1,,,,immediate,molam,ointment ?,yes,Nepali,nepa1252
53,Manange-6-95-1,,,,immediate,sop,soap ?,yes,Nepali,nepa1252
54,Manange-7-21-1,,,,immediate,koʈaa,room,yes,Nepali,nepa1252
55,Manange-7-232-1,,,,immediate,taalcaa,lock,yes,Nepali,nepa1252
56,Manange-7-23-1,,,,immediate,taalcaa,lock,yes,Nepali,nepa1252
57,Manange-7-43-1,,,,immediate,kursi,chair,yes,Nepali,nepa1252
58,Manange-7-45-1,,,,immediate,batti,lamp,yes,Nepali,nepa1252
59,Manange-8-11-1,,,,immediate,kisam,farmer,yes,Nepali,nepa1252
60,Manange-8-34-1,,,,immediate,kelaaunu,winnow,yes,Nepali,nepa1252
61,Manange-8-47-1,,,,immediate,makai,corn,yes,Nepali,nepa1252
62,Manange-8-53-1,,,,immediate,rop,plant,yes,Nepali,nepa1252
63,Manange-8-68-1,,,,immediate,surti,cigarette,yes,Nepali,nepa1252
64,Manange-8-691-1,,,,immediate,pipe,pipe (for smoking),yes,English,stan1293
65,Manange-8-84-1,,,,immediate,kera,banana,yes,Nepali,nepa1252
66,Manange-8-931-1,,,,immediate,kaĩRo,"gourd, squash, pumpkin",yes,Nepali,nepa1252
67,Manange-8-98-1,,,,immediate,syau,mushroom,yes,Nepali,nepa1252
68,Manange-9-161-1,,,,immediate,phukaaunu,untie,yes,Nepali,nepa1252
69,Manange-9-24-1,,,,immediate,katarni,"scissors, shears",yes,Nepali,nepa1252
70,Manange-9-343-1,,,,immediate,"maaRnu, malnu","rub, squeeze",yes,Nepali,nepa1252
71,Manange-9-74-1,,,,immediate,sisaa,glass,yes,Nepali,nepa1252
72,Manange-9-76-1,,,,immediate,cangeraa,large bamboo basket,yes,Nepali,nepa1252
73,Manange-9-79-1,,,,immediate,niphanne,palm frond fan,yes,Nepali,nepa1252
74,Manange-10-451-1,,,,immediate,khocyaaunu,to limp,yes,Nepali,nepa1252
75,Manange-11-25-1,,,,immediate,pʌtʃaunu,rescue,yes,Nepali,nepa1252
76,Manange-11-65-1,,,,immediate,tirnu,to pay,yes,Nepali,nepa1252
77,Manange-12-48-1,,,,immediate,lho,south,yes,Tibetan,
78,Manange-12-73-1,,,,immediate,sojho,straight,yes,Nepali,nepa1252
79,Manange-13-23-1,,,,immediate,les,part,yes,Nepali,nepa1252
80,Manange-14-65-1,,,,immediate,sa hlaakpa,Wednesday,yes,Tibetan,
81,Manange-16-29-1,,,,immediate,mwãi,kiss,yes,Nepali,nepa1252
82,Manange-17-15-1,,,,immediate,patyaaunu,to believe,yes,Nepali,nepa1252
83,Manange-17-28-1,,,,immediate,skul,school,yes,Nepali,nepa1252
84,Manange-17-53-1,,,,immediate,kina,if,yes,Nepali,nepa1252
85,Manange-17-56-1,,,,immediate,jĩ,evidential,yes,Tibetan,
86,Manange-18-38-1,,,,immediate,roknu,forbid,yes,Nepali,nepa1252
87,Manange-18-37-1,,,,immediate,roknu,forbid,yes,Nepali,nepa1252
88,Manange-20-54-1,,,,immediate,jaal,net,yes,Nepali,nepa1252
89,Manange-22-11-1,,,,immediate,dharma,"religion, duty",yes,Nepali,nepa1252
90,Manange-22-24-1,,,,immediate,sarap,curse,yes,Nepali,nepa1252
91,Manange-22-42-1,,,,immediate,jaadu,"magic, pilgrim, sightseer",yes,Nepali,nepa1252
92,Manange-23-12-1,,,,immediate,phone/phon,telephone,yes,Nepali,nepa1252
93,Manange-23-14-1,,,,immediate,motor jeep,motor + jeep,yes,Nepali,nepa1252
94,Manange-23-15-1,,,,immediate,bas,bus,yes,Nepali,nepa1252
95,Manange-23-17-1,,,,immediate,bijuli,"electricity, power",yes,Nepali,nepa1252
96,Manange-23-2-1,,,,immediate,menkhang,hospital,yes,Tibetan,
97,Manange-23-3-1,,,,immediate,government,governement,yes,English,stan1293
98,Manange-23-32-1,,,,immediate,minisTar,Governmental minster,yes,Nepali,nepa1252
99,Manange-23-33-1,,,,immediate,pulis,police,yes,Nepali,nepa1252
100,Manange-23-56-1,,,,immediate,botal,bottle,yes,Nepali,nepa1252
101,Manange-23-59-1,,,,immediate,surti,cigarette,yes,Nepali,nepa1252
102,Manange-23-62-1,,,,immediate,philim,film/movie,yes,Nepali,nepa1252
103,Manange-23-6-1,,,,immediate,akhbaar,newspaper,yes,Nepali,nepa1252
104,Manange-23-155-1,,,,immediate,rel,train,yes,Nepali,nepa1252
105,Manange-23-195-1,,,,immediate,petrol(eum),petroleum,yes,English,stan1293
106,Manange-23-185-1,,,,immediate,moTar,"motor, car",yes,Nepali,nepa1252
107,Manange-23-13-1,,,,immediate,saikul,"cycle, bicycle",yes,Nepali,nepa1252
108,Manange-23-91-1,,,,immediate,kaaphi,coffee,yes,Nepali,nepa1252
109,Manange-3-917-1,,,,immediate,bhãinsĩ,buffalo,yes,Nepali,nepa1252
110,Manange-14-29-2,,,,immediate,thikka,ready,yes,Nepali,nepa1252
111,Manange-17-51-2,,,,immediate,ra,conjunction ‘and’,yes,Nepali,nepa1252
112,Manange-17-55-2,,,,immediate,ho,from hunnu ‘be’/COP,yes,Nepali,nepa1252
113,Manange-2-82-2,,,,immediate,pariwar,family,yes,Nepali,nepa1252
114,Manange-4-79-2,,,,immediate,cyan,grave,yes,Nepali,nepa1252
115,Manange-6-25-2,,,,immediate,silk,silk,yes,English,stan1293
116,SeliceRomani-1-1-1,,,,immediate,világ,world; light,yes,Hungarian,hung1274
117,SeliceRomani-1-213-1,,,,immediate,прах,dust; powder,yes,Bulgarian,bulg1262
118,SeliceRomani-1-214-1,,Source word unidentifiable,,immediate,,?,no,Munda,
119,SeliceRomani-1-214-1,,Source word unidentifiable,,immediate,,?,no,Dravidian,
120,SeliceRomani-1-22-1,,,,immediate,hegy,mountain,yes,Hungarian,hung1274
121,SeliceRomani-1-22-2,,,,immediate,domb,hill,yes,Hungarian,hung1274
122,SeliceRomani-1-23-1,,,,immediate,igenyessíg,directness; rectitude; plain?,yes,Hungarian,hung1274
123,SeliceRomani-1-25-1,,,,immediate,sziget,island,yes,Hungarian,hung1274
124,SeliceRomani-1-27-1,,,,immediate,part,"coast, shore",yes,Hungarian,hung1274
125,SeliceRomani-1-28-1,,,,immediate,barlang,cave,yes,Hungarian,hung1274
126,SeliceRomani-1-32-1,,,,immediate,tenger,sea,yes,Hungarian,hung1274
127,SeliceRomani-1-322-1,,,,immediate,nyugodt,calm,yes,Hungarian,hung1274
128,SeliceRomani-1-323-1,,,,immediate,zavaros,"muddy; obscure; dull, confused, chaotic",yes,Hungarian,hung1274
129,SeliceRomani-17-23-2,,,,immediate,zavaros,"muddy; obscure; dull, confused, chaotic",yes,Hungarian,hung1274
130,SeliceRomani-1-324-1,,,,immediate,hab,foam,yes,Hungarian,hung1274
131,SeliceRomani-1-341-1,,,,immediate,lagúna,lagoon,no,Slovak,slov1269
132,SeliceRomani-1-341-1,,,,immediate,lagúna,lagoon,no,Hungarian,hung1274
133,SeliceRomani-1-35-1,,,,immediate,hullám,wave,yes,Hungarian,hung1274
134,SeliceRomani-1-36-2,,,,immediate,folyó,river,yes,Hungarian,hung1274
135,SeliceRomani-1-36-3,,,,immediate,patak,"brook, creek, stream",yes,Hungarian,hung1274
136,SeliceRomani-1-362-1,,,,immediate,forgó,"whirling, rotary, pivotal",yes,Hungarian,hung1274
137,SeliceRomani-1-37-1,,,,immediate,xānīk,"fountain, spring",yes,Persian,west2369
138,SeliceRomani-1-38-1,,,,immediate,mocsár (mocsar-),swamp,yes,Hungarian,hung1274
139,SeliceRomani-1-39-1,,,,immediate,esís,falling,yes,Hungarian,hung1274
140,SeliceRomani-1-41-1,,,,immediate,vēšaġ,"woods, forest",yes,Persian,west2369
141,SeliceRomani-1-44-2,,,,immediate,kövécs (kövecs-),gravel; small stone,yes,Hungarian,hung1274
142,SeliceRomani-1-45-1,,,,immediate,földrengís,earthquake,yes,Hungarian,hung1274
143,SeliceRomani-22-31-1,,,,immediate,небе,sky; heaven,yes,Bulgarian,bulg1262
144,SeliceRomani-1-51-1,,,,immediate,небе,sky; heaven,yes,Bulgarian,bulg1262
145,SeliceRomani-1-53-2,,,,immediate,hódacska,little moon,yes,Hungarian,hung1274
146,SeliceRomani-1-54-1,,,,immediate,csillag,star,yes,Hungarian,hung1274
147,SeliceRomani-1-57-1,,,,immediate,villám,"(flash of) lightning; bolt of lightning, thunderbolt",yes,Hungarian,hung1274
148,SeliceRomani-1-55-1,,,,immediate,villám,"(flash of) lightning; bolt of lightning, thunderbolt",yes,Hungarian,hung1274
149,SeliceRomani-1-56-1,,,,immediate,zengís,"peal, clang",yes,Hungarian,hung1274
150,SeliceRomani-1-58-1,,,,immediate,zivatar,storm,yes,Hungarian,hung1274
151,SeliceRomani-1-59-1,,,,immediate,szivárvány,rainbow,yes,Hungarian,hung1274
152,SeliceRomani-1-61-1,,,,immediate,világság,lightness,yes,Hungarian,hung1274
153,SeliceRomani-1-62-1,,,,immediate,sötítsíg,darkness,yes,Hungarian,hung1274
154,SeliceRomani-1-63-1,,,,immediate,árnyík,shade; shadow,yes,Hungarian,hung1274
155,SeliceRomani-1-64-1,,,,immediate,dér (der-),hoarfrost,yes,Hungarian,hung1274
156,SeliceRomani-1-71-1,,,,immediate,levegő,air,yes,Hungarian,hung1274
157,SeliceRomani-1-73-1,,,,immediate,felhő,cloud,yes,Hungarian,hung1274
158,SeliceRomani-1-74-1,,,,immediate,köd,fog,yes,Hungarian,hung1274
159,SeliceRomani-1-75-1,,,,immediate,barsanda,?,yes,Persian,west2369
160,SeliceRomani-1-77-1,,,,immediate,jég (jeg-),ice,yes,Hungarian,hung1274
161,SeliceRomani-1-775-1,,,,immediate,fagy,to freeze,yes,Hungarian,hung1274
162,SeliceRomani-1-82-1,,,,immediate,láng,flame,yes,Hungarian,hung1274
163,SeliceRomani-1-83-1,,,,immediate,füst,smoke,yes,Hungarian,hung1274
164,SeliceRomani-1-831-1,,,,immediate,gőz,steam,yes,Hungarian,hung1274
165,SeliceRomani-1-84-1,,,,immediate,hamu,ash,yes,Hungarian,hung1274
166,SeliceRomani-1-841-1,,,,immediate,izgó,embers,yes,Hungarian,hung1274
167,SeliceRomani-1-87-1,,,,immediate,gyújtó,lighter,yes,Hungarian,hung1274
168,SeliceRomani-2-21-1,,,,immediate,*mruža,self-designation of the Burush,yes,Burushaski,buru1296
169,SeliceRomani-2-43-1,,Source word unidentifiable,,immediate,,young of an animal,yes,Munda,
170,SeliceRomani-2-251-1,,Source word unidentifiable,,immediate,,young of an animal,yes,Munda,
171,SeliceRomani-2-41-1,,Source word unidentifiable,,immediate,,young of an animal,yes,Munda,
172,SeliceRomani-2-28-2,,,,immediate,miminko,(little) baby,yes,Czech,czec1258
173,SeliceRomani-2-38-1,,,,immediate,*ḍomba,ethnonym [a derivation from ‘drum’],yes,Munda,
174,SeliceRomani-2-31-1,,,,immediate,*ḍomba,ethnonym [a derivation from ‘drum’],yes,Munda,
175,SeliceRomani-2-35-1,,,,immediate,dād,father,yes,Iranian,
176,SeliceRomani-2-36-1,,,,immediate,dāē,mother,yes,Kurdish,
177,SeliceRomani-2-456-2,,,,immediate,testvír,sibling (brother or sister),yes,Hungarian,hung1274
178,SeliceRomani-2-458-1,,,,immediate,kettős,double,yes,Hungarian,hung1274
179,SeliceRomani-2-46-1,,,,immediate,παπποῦς [pappús],grandfather,yes,Greek,mode1248
180,SeliceRomani-2-47-1,,,,immediate,баба,grandmother,yes,Bulgarian,bulg1262
181,SeliceRomani-2-5-1,,,,immediate,onoka,grandchild,yes,Hungarian,hung1274
182,SeliceRomani-2-48-1,,,,immediate,onoka,grandchild,yes,Hungarian,hung1274
183,SeliceRomani-2-49-1,,,,immediate,onoka,grandchild,yes,Hungarian,hung1274
184,SeliceRomani-2-99904-1,,,,immediate,kirîv,"godfather, godparent",yes,Kurdish,
185,SeliceRomani-2-99903-1,,,,immediate,kirîv,"godfather, godparent",yes,Kurdish,
186,SeliceRomani-24-99904-1,,,,immediate,μωρέ,hey [particle used to address men],yes,Greek,mode1248
187,SeliceRomani-2-55-1,,,,immediate,onokatestvír,cousin (generic),yes,Hungarian,hung1274
188,SeliceRomani-2-55-2,,,,immediate,onokatestvír,cousin (generic),yes,Hungarian,hung1274
189,SeliceRomani-2-611-2,,,,immediate,após,father-in-law,yes,Hungarian,hung1274
190,SeliceRomani-2-61-2,,,,immediate,após,father-in-law,yes,Hungarian,hung1274
191,SeliceRomani-2-621-2,,,,immediate,anyós,mother-in-law,yes,Hungarian,hung1274
192,SeliceRomani-2-62-2,,,,immediate,anyós,mother-in-law,yes,Hungarian,hung1274
193,SeliceRomani-2-62-3,,,,immediate,anyós,mother-in-law,yes,Hungarian,hung1274
194,SeliceRomani-2-621-3,,,,immediate,anyós,mother-in-law,yes,Hungarian,hung1274
195,SeliceRomani-2-631-1,,,,immediate,vő (vej-),son-in-law,yes,Hungarian,hung1274
196,SeliceRomani-2-63-1,,,,immediate,vő (vej-),son-in-law,yes,Hungarian,hung1274
197,SeliceRomani-2-64-2,,,,immediate,menyecske,little daughter-in-law; diminutive of meny ‘daughter-in-law’,yes,Hungarian,hung1274
198,SeliceRomani-2-641-2,,,,immediate,menyecske,little daughter-in-law; diminutive of meny ‘daughter-in-law’,yes,Hungarian,hung1274
199,SeliceRomani-2-6412-1,,,,immediate,sógor,sibling-in-law; brother-in-law,yes,Hungarian,hung1274
200,SeliceRomani-2-75-1,,,,immediate,árva,orphan,yes,Hungarian,hung1274
201,SeliceRomani-2-76-2,,,,immediate,özved,"widow, widower",yes,Hungarian,hung1274
202,SeliceRomani-2-77-1,,,,immediate,özved,"widow, widower",yes,Hungarian,hung1274
203,SeliceRomani-2-81-1,,,,immediate,rokon,"relative, kin",yes,Hungarian,hung1274
204,SeliceRomani-2-81-2,,,,immediate,rokonság,"relatives, kinship",yes,Hungarian,hung1274
205,SeliceRomani-2-82-1,,,,immediate,család,family,yes,Hungarian,hung1274
206,SeliceRomani-3-15-1,,,,immediate,állat,animal; livestock,yes,Hungarian,hung1274
207,SeliceRomani-3-11-1,,,,immediate,állat,animal; livestock,yes,Hungarian,hung1274
208,SeliceRomani-3-16-1,,,,immediate,legelő,pasture,yes,Hungarian,hung1274
209,SeliceRomani-3-19-1,,,,immediate,istálló,"stable, stall",yes,Hungarian,hung1274
210,SeliceRomani-3-21-1,,,,immediate,bika,bull,yes,Hungarian,hung1274
211,SeliceRomani-3-22-1,,,,immediate,bika,bull,yes,Hungarian,hung1274
212,SeliceRomani-3-24-1,,,,immediate,borjúka,little calf [diminutive],yes,Hungarian,hung1274
213,SeliceRomani-3-29-1,,,,immediate,bárányka,"little lamb, sheep [diminutive]",yes,Hungarian,hung1274
214,SeliceRomani-3-32-1,,,,immediate,kan,male pig; wild boar,yes,Hungarian,hung1274
215,SeliceRomani-3-36-1,,,,immediate,kecske,goat,yes,Hungarian,hung1274
216,SeliceRomani-3-41-1,,,,immediate,grast,beast of burden,yes,Armenian,nucl1235
217,SeliceRomani-3-42-1,,,,immediate,csödör,stallion,yes,Hungarian,hung1274
218,SeliceRomani-3-45-1,,,,immediate,csikó,"foal, colt",yes,Hungarian,hung1274
219,SeliceRomani-3-46-1,,,,immediate,szamár (szamar-),donkey,yes,Hungarian,hung1274
220,SeliceRomani-3-52-1,,,,immediate,kokas,"cock, rooster",yes,Hungarian,hung1274
221,SeliceRomani-3-55-1,,,,immediate,*csibóka,little chicken [diminutive],yes,Hungarian,hung1274
222,SeliceRomani-3-56-1,,,,immediate,παπί [papí],duck,yes,Greek,mode1248
223,SeliceRomani-3-57-1,,,,immediate,kácsa,duck,yes,Hungarian,hung1274
224,SeliceRomani-3-58-1,,,,immediate,*fiszek (fiszk-),nest,yes,Hungarian,hung1274
225,SeliceRomani-3-591-1,,,,immediate,bőrmadár (bőrmadar-),bat,yes,Hungarian,hung1274
226,SeliceRomani-3-592-1,,,,immediate,papagáj,parrot,no,Slovak,slov1269
227,SeliceRomani-3-592-1,,,,immediate,papagáj,parrot,no,Hungarian,hung1274
228,SeliceRomani-3-593-1,,,,immediate,varjú,crow,yes,Hungarian,hung1274
229,SeliceRomani-3-593-2,,,,immediate,*varjúka,little crow [diminutive],yes,Hungarian,hung1274
230,SeliceRomani-3-594-1,,,,immediate,galamb,pigeon; dove,yes,Hungarian,hung1274
231,SeliceRomani-3-596-1,,,,immediate,kuvik,a kind of little owl,yes,Hungarian,hung1274
232,SeliceRomani-3-62-1,,,,immediate,мачка,cat,yes,Macedonian,mace1250
233,SeliceRomani-3-63-1,,,,immediate,pocik,"field mouse, vole",yes,Hungarian,hung1274
234,SeliceRomani-3-63-2,,,,immediate,patkány,"rat, sewer-rat",yes,Hungarian,hung1274
235,SeliceRomani-3-65-1,,Source word unidentifiable,,immediate,,?,yes,Unidentified,
236,SeliceRomani-3-653-1,,,,immediate,haj,hair (of the head),yes,Hungarian,hung1274
237,SeliceRomani-3-655-1,,,,immediate,csiga,snail; slug,yes,Hungarian,hung1274
238,SeliceRomani-3-661-1,,,,immediate,žralok,shark,no,Slovak,slov1269
239,SeliceRomani-3-661-1,,,,immediate,žralok,shark,no,Czech,czec1258
240,SeliceRomani-3-665-1,,,,immediate,úhor,eel,yes,Slovak,slov1269
241,SeliceRomani-3-71-1,,,,immediate,farkas,wolf,yes,Hungarian,hung1274
242,SeliceRomani-3-72-1,,,,immediate,oroszlány,lion,yes,Hungarian,hung1274
243,SeliceRomani-3-73-1,,,,immediate,medve,bear,yes,Hungarian,hung1274
244,SeliceRomani-3-74-1,,,,immediate,róka,fox,yes,Hungarian,hung1274
245,SeliceRomani-3-75-1,,,,immediate,szarvas,deer,yes,Hungarian,hung1274
246,SeliceRomani-3-76-1,,,,immediate,majom (majm-),monkey,yes,Hungarian,hung1274
247,SeliceRomani-3-77-1,,,,immediate,elefánt,elephant,yes,Hungarian,hung1274
248,SeliceRomani-3-78-1,,,,immediate,púpos teve,humped camel,yes,Hungarian,hung1274
249,SeliceRomani-3-81-1,,,,immediate,bugár (bugar-),beetle,yes,Hungarian,hung1274
250,SeliceRomani-3-815-1,,,,immediate,škorpión,scorpion,no,Slovak,slov1269
251,SeliceRomani-3-815-1,,,,immediate,škorpión,scorpion,no,Czech,czec1258
252,SeliceRomani-3-817-1,,,,immediate,hangya,ant,yes,Hungarian,hung1274
253,SeliceRomani-3-818-1,,,,immediate,pók,spider,yes,Hungarian,hung1274
254,SeliceRomani-3-819-1,,,,immediate,pókháló,spider web,yes,Hungarian,hung1274
255,SeliceRomani-3-82-1,,,,immediate,míhecske,little bee,yes,Hungarian,hung1274
256,SeliceRomani-3-82-2,,,,immediate,fullánk,sting,yes,Hungarian,hung1274
257,SeliceRomani-3-823-2,,,,immediate,fullánk,sting,yes,Hungarian,hung1274
258,SeliceRomani-3-823-1,,,,immediate,darázs,wasp,yes,Hungarian,hung1274
259,SeliceRomani-3-832-1,,,,immediate,szúnyog,mosquito,yes,Hungarian,hung1274
260,SeliceRomani-3-835-1,,,,immediate,*kullancs,tick,yes,Hungarian,hung1274
261,SeliceRomani-3-84-1,,,,immediate,kirm,"worm, earthworm",yes,Persian,west2369
262,SeliceRomani-3-85-1,,,,immediate,*kijó,snake,yes,Hungarian,hung1274
263,SeliceRomani-3-869-1,,,,immediate,mókus,squirrel,yes,Hungarian,hung1274
264,SeliceRomani-3-88-1,,,,immediate,kengura,kangaroo,yes,Slovak,slov1269
265,SeliceRomani-3-9-1,,,,immediate,jaguár,jaguar,no,Czech,czec1258
266,SeliceRomani-3-9-1,,,,immediate,jaguár,jaguar,no,Slovak,slov1269
267,SeliceRomani-3-9-1,,,,immediate,jaguár,jaguar,no,Hungarian,hung1274
268,SeliceRomani-3-917-1,,,,immediate,buvol [bu:vol],buffalo,yes,Czech,czec1258
269,SeliceRomani-3-92-1,,,,immediate,lepke,butterfly,yes,Hungarian,hung1274
270,SeliceRomani-3-95-1,,,,immediate,bíka,frog,yes,Hungarian,hung1274
271,SeliceRomani-3-96-1,,,,immediate,gyík,lizard,yes,Hungarian,hung1274
272,SeliceRomani-3-98-1,,,,immediate,teknyősbíka,turtle,yes,Hungarian,hung1274
273,SeliceRomani-4-11-1,,,,immediate,test,"body, trunk",yes,Hungarian,hung1274
274,SeliceRomani-8-75-1,,,,immediate,τσίπα [tsípa],"thin skin, membrane",yes,Greek,mode1248
275,SeliceRomani-6-29-1,,,,immediate,τσίπα [tsípa],"thin skin, membrane",yes,Greek,mode1248
276,SeliceRomani-4-12-1,,,,immediate,τσίπα [tsípa],"thin skin, membrane",yes,Greek,mode1248
277,SeliceRomani-4-14-2,,,,immediate,hajszál,hair (of the head) [singulative],yes,Hungarian,hung1274
278,SeliceRomani-4-142-1,,,,immediate,szakáll,beard,yes,Hungarian,hung1274
279,SeliceRomani-4-144-1,,,,immediate,zehár,?,yes,Persian,west2369
280,SeliceRomani-4-145-1,,,,immediate,zehár,?,yes,Persian,west2369
281,SeliceRomani-4-146-1,,,,immediate,korpa,dandruff,yes,Hungarian,hung1274
282,SeliceRomani-4-151-1,,,,immediate,ér (er-),vein,yes,Hungarian,hung1274
283,SeliceRomani-4-16-1,,,,immediate,κόκκαλο [kókkalo],bone,yes,Greek,mode1248
284,SeliceRomani-4-162-2,,,,immediate,ódalborda,rib,yes,Hungarian,hung1274
285,SeliceRomani-4-17-1,,,,immediate,szarv,horn,yes,Hungarian,hung1274
286,SeliceRomani-4-18-1,,,,immediate,farok (fark-),tail,yes,Hungarian,hung1274
287,SeliceRomani-4-19-1,,,,immediate,dum,tail,yes,Persian,west2369
288,SeliceRomani-4-191-1,,,,immediate,hátgerinc,spine,yes,Hungarian,hung1274
289,SeliceRomani-4-201-1,,,,immediate,halántík,temples,yes,Hungarian,hung1274
290,SeliceRomani-4-202-1,,,,immediate,koponya,skull,yes,Hungarian,hung1274
291,SeliceRomani-4-205-1,,,,immediate,čakat,forehead,yes,Armenian,nucl1235
292,SeliceRomani-4-207-1,,,,immediate,állarckapocs (állarckapcs-),jaw,yes,Hungarian,hung1274
293,SeliceRomani-4-209-1,,,,immediate,áll,chin,yes,Hungarian,hung1274
294,SeliceRomani-4-212-1,,,,immediate,τσίμπλα [címbla],eye-pus,yes,Greek,mode1248
295,SeliceRomani-4-214-1,,,,immediate,szempilla,eyelash,yes,Hungarian,hung1274
296,SeliceRomani-4-215-1,,,,immediate,*pillogat,"to blink, twinkle",yes,Hungarian,hung1274
297,SeliceRomani-4-215-2,,,,immediate,kacsingat,"to wink, give a sign by blinking; flirt",yes,Hungarian,hung1274
298,SeliceRomani-4-231-1,,,,immediate,turnya,"nasal mucus, nasal phlegm",yes,Hungarian,hung1274
299,SeliceRomani-4-271-1,,,,immediate,íny,gums,yes,Hungarian,hung1274
300,SeliceRomani-4-281-1,,,,immediate,nyakcsigolya,neck vertebra,yes,Hungarian,hung1274
301,SeliceRomani-4-29-1,,,,immediate,гърло,throat,yes,Bulgarian,bulg1262
302,SeliceRomani-4-29-2,,,,immediate,гръклян,larynx,yes,Bulgarian,bulg1262
303,SeliceRomani-4-3-1,,,,immediate,váll,shoulder,yes,Hungarian,hung1274
304,SeliceRomani-4-301-1,,,,immediate,lapocka,shoulderblade,yes,Hungarian,hung1274
305,SeliceRomani-4-32-1,,,,immediate,könyök,elbow,yes,Hungarian,hung1274
