ID,Target_Form_ID,Source_Form_ID,Comment,Source,Source_relation,Source_word,Source_meaning,Source_certain,Source_languoid,Source_languoid_glottocode
5749,TarifiytBerber-20-64-1,,,,immediate,xəšba,trap (type),yes,Arabic (Moroccan),moro1292
5750,TarifiytBerber-21-11-1,,,,immediate,qanun,law,yes,Arabic (Moroccan),moro1292
5751,TarifiytBerber-21-15-1,,,,immediate,məħkama,court,yes,Arabic (Moroccan),moro1292
5752,TarifiytBerber-21-16-1,,,,immediate,ħkəm,"judge, govern",yes,Arabic (Moroccan),moro1292
5753,TarifiytBerber-19-31-1,,,,immediate,ħkəm,"judge, govern",yes,Arabic (Moroccan),moro1292
5754,TarifiytBerber-21-32-1,,,,immediate,ħkəm,"judge, govern",yes,Arabic (Moroccan),moro1292
5755,TarifiytBerber-21-17-1,,,,immediate,ħkam,"judgment, verdict",yes,Arabic (Moroccan),moro1292
5756,TarifiytBerber-21-18-1,,,,immediate,qad’i,judge,yes,Arabic (Moroccan),moro1292
5757,TarifiytBerber-21-23-1,,,,immediate,ššahəd,"witness, index finger",yes,Arabic (Moroccan),moro1292
5758,TarifiytBerber-21-37-1,,,,immediate,ʕiqāb,"punishment, penalty",yes,Standard Arabic,stan1318
5759,TarifiytBerber-21-38-1,,,,immediate,multa,the fine,yes,Spanish,stan1288
5760,TarifiytBerber-21-39-1,,,,immediate,ħəbs,prison,yes,Arabic (Moroccan),moro1292
5761,TarifiytBerber-21-43-1,,,,immediate,zināʔ,adultery,yes,Standard Arabic,stan1318
5762,TarifiytBerber-21-44-1,,,,immediate,fiʕl,coitus,yes,Arabic (Moroccan),moro1292
5763,TarifiytBerber-21-52-1,,,,immediate,xəwwan,"thief, robber",yes,Arabic (Moroccan),moro1292
5764,TarifiytBerber-22-11-1,,,,immediate,din,religion,yes,Arabic (Moroccan),moro1292
5765,TarifiytBerber-22-12-1,,,,immediate,sid-i rəbbi,My Lord,yes,Arabic (Moroccan),moro1292
5766,TarifiytBerber-22-16-1,,,,immediate,ʕbəd,worship,yes,Arabic (Moroccan),moro1292
5767,TarifiytBerber-22-17-1,,,,immediate,s’allā,pray,yes,Classical Arabic,
5768,TarifiytBerber-22-18-1,,,,immediate,fqi,expert in Islamic religion,yes,Arabic (Moroccan),moro1292
5769,TarifiytBerber-22-19-1,,,,immediate,qəddəs,venerate,yes,Arabic (Moroccan),moro1292
5770,TarifiytBerber-22-22-1,,,,immediate,ħəddət,tell,yes,Arabic (Moroccan),moro1292
5771,TarifiytBerber-22-23-1,,,,immediate,barək,bless,yes,Arabic (Moroccan),moro1292
5772,TarifiytBerber-22-24-1,,,,immediate,nʕəl,curse,yes,Arabic (Moroccan),moro1292
5773,TarifiytBerber-22-26-1,,,,immediate,s’ām,fast,yes,Classical Arabic,
5774,TarifiytBerber-22-31-1,,,,immediate,žənna,heaven,yes,Arabic (Moroccan),moro1292
5775,TarifiytBerber-22-32-1,,,,immediate,žahənnama,hell,yes,Arabic (Moroccan),moro1292
5776,TarifiytBerber-22-45-2,,,,immediate,ʕəfrit,"ghost, demon",yes,Arabic (Moroccan),moro1292
5777,TarifiytBerber-22-35-1,,,,immediate,ʕəfrit,"ghost, demon",yes,Arabic (Moroccan),moro1292
5778,TarifiytBerber-22-37-1,,,,immediate,ʔas’nām,idols,yes,Standard Arabic,stan1318
5779,TarifiytBerber-22-42-1,,,,immediate,sħur,magic,yes,Arabic (Moroccan),moro1292
5780,TarifiytBerber-22-45-1,,,,immediate,žənn,ghost,yes,Arabic (Moroccan),moro1292
5781,TarifiytBerber-22-47-1,,,,immediate,ʕalāma,sign,yes,Standard Arabic,stan1318
5782,TarifiytBerber-23-1-1,,,,immediate,r’adyu,radio,yes,Arabic (Moroccan),moro1292
5783,TarifiytBerber-23-11-1,,,,immediate,télévision,television,yes,French,stan1290
5784,TarifiytBerber-23-12-1,,,,immediate,tilifun,telephone,yes,Arabic (Moroccan),moro1292
5785,TarifiytBerber-23-135-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5786,TarifiytBerber-23-14-1,,,,immediate,coche,the car,yes,Spanish,stan1288
5787,TarifiytBerber-23-15-1,,,,immediate,tubis,city bus,yes,Arabic (Moroccan),moro1292
5788,TarifiytBerber-23-16-1,,,,immediate,t’əyyara,airplane,yes,Arabic (Moroccan),moro1292
5789,TarifiytBerber-23-17-1,,,,immediate,trisinti,electricity,yes,Arabic (Moroccan),moro1292
5790,TarifiytBerber-23-2-1,,,,immediate,hospital,the hospital,yes,Spanish,stan1288
5791,TarifiytBerber-23-22-1,,Source word unidentifiable,,immediate,,?,yes,Arabic (Moroccan),moro1292
5792,TarifiytBerber-23-5-1,,,,immediate,səbbala,kind of fountain where people may get water,yes,Arabic (Moroccan),moro1292
5793,TarifiytBerber-23-51-1,,,,immediate,lavabo,sink,yes,French,stan1290
5794,TarifiytBerber-23-52-1,,,,immediate,bit l-ma,toilet,yes,Arabic (Moroccan),moro1292
5795,TarifiytBerber-23-53-1,,,,immediate,pallaso,straw mattress,yes,Spanish,stan1288
5796,TarifiytBerber-23-3-1,,,,immediate,məxzən,government,yes,Arabic (Moroccan),moro1292
5797,TarifiytBerber-23-31-1,,,,immediate,r’ayəs,"leader, president",yes,Arabic (Moroccan),moro1292
5798,TarifiytBerber-23-32-1,,,,immediate,wzir,minister,yes,Arabic (Moroccan),moro1292
5799,TarifiytBerber-23-33-1,,,,immediate,policía,the police,yes,Spanish,stan1288
5800,TarifiytBerber-23-34-1,,,,immediate,permis,license,yes,French,stan1290
5801,TarifiytBerber-23-37-1,,,,immediate,žarīma,crime,yes,Standard Arabic,stan1318
5802,TarifiytBerber-23-38-1,,,,immediate,ʔintixāb,election,yes,Standard Arabic,stan1318
5803,TarifiytBerber-23-41-1,,,,immediate,sello,"seal, stamp",yes,Spanish,stan1288
5804,TarifiytBerber-23-42-1,,,,immediate,barīd,post,yes,Classical Arabic,
5805,TarifiytBerber-23-4-1,,,,immediate,barīd,post,yes,Classical Arabic,
5806,TarifiytBerber-23-44-1,,,,immediate,banco,the chair,yes,Spanish,stan1288
5807,TarifiytBerber-23-54-1,,,,immediate,qdəħ,small container,yes,Arabic (Moroccan),moro1292
5808,TarifiytBerber-23-55-1,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5809,TarifiytBerber-23-555-1,,,,immediate,tournevis,screwdriver,yes,French,stan1290
5810,TarifiytBerber-23-56-1,,,,immediate,zəyyat,oil container (???),yes,Arabic (Moroccan),moro1292
5811,TarifiytBerber-23-24-1,,,,immediate,nd’ad’ər,"glasses, spectacles",yes,Arabic (Moroccan),moro1292
5812,TarifiytBerber-23-57-1,,,,immediate,plastique,plastic,yes,French,stan1290
5813,TarifiytBerber-23-575-1,,,,immediate,bomba,the bomb,yes,Spanish,stan1288
5814,TarifiytBerber-23-59-1,,,,immediate,garru,cigarette,yes,Arabic (Moroccan),moro1292
5815,TarifiytBerber-23-61-1,,,,immediate,yumiya,calendar,yes,Arabic (Moroccan),moro1292
5816,TarifiytBerber-23-62-1,,,,immediate,film,the film,yes,French,stan1290
5817,TarifiytBerber-23-63-1,,,,immediate,musiqa,music,yes,Arabic (Moroccan),moro1292
5818,TarifiytBerber-23-6-1,,,,immediate,žarīda,newspaper,yes,Standard Arabic,stan1318
5819,TarifiytBerber-23-385-1,,,,immediate,adresse,address,yes,French,stan1290
5820,TarifiytBerber-23-39-1,,,,immediate,numéro,number,yes,French,stan1290
5821,TarifiytBerber-23-36-1,,,,immediate,ʔizdiyād,birth,yes,Standard Arabic,stan1318
5822,TarifiytBerber-23-18-1,,,,immediate,frein,brake,yes,French,stan1290
5823,TarifiytBerber-23-195-1,,,,immediate,pétrole,petroleum,yes,French,stan1290
5824,TarifiytBerber-23-185-1,,,,immediate,motor,the motor,yes,Spanish,stan1288
5825,TarifiytBerber-23-155-1,,,,immediate,mašina,"train, machine",yes,Arabic (Moroccan),moro1292
5826,TarifiytBerber-23-19-1,,,,immediate,mašina,"train, machine",yes,Arabic (Moroccan),moro1292
5827,TarifiytBerber-23-13-1,,,,immediate,bəšklit’a,bicycle,yes,Arabic (Moroccan),moro1292
5828,TarifiytBerber-23-395-1,,,,immediate,zənqa,street,yes,Arabic (Moroccan),moro1292
5829,TarifiytBerber-19-565-1,,,,immediate,ʕrəd’,invite,yes,Arabic (Moroccan),moro1292
5830,TarifiytBerber-23-35-1,,,,immediate,matrícula,license plate,yes,Spanish,stan1288
5831,TarifiytBerber-23-43-1,,,,immediate,carte postale,postcard,yes,French,stan1290
5832,TarifiytBerber-24-03-1,,,,immediate,bla,without,yes,Arabic (Moroccan),moro1292
5833,TarifiytBerber-23-9-1,,,,immediate,atay,tea,yes,Arabic (Moroccan),moro1292
5834,TarifiytBerber-23-91-1,,,,immediate,qəhwa,coffee,yes,Arabic (Moroccan),moro1292
5835,TarifiytBerber-7-67-1,,,,immediate,šərk,leather,yes,Arabic (Moroccan),moro1292
5836,TarifiytBerber-22-5-1,,,,immediate,xtana,circumcision,yes,Arabic (Moroccan),moro1292
5837,TarifiytBerber-4-494-1,,,,immediate,qənz’iz’,clitoris,yes,Arabic (Moroccan),moro1292
5838,TarifiytBerber-7-65-1,,,,immediate,ʕzib,farm,yes,Arabic (Moroccan),moro1292
5839,TarifiytBerber-3-833-1,,,,immediate,gamba,shrimp,yes,Spanish,stan1288
5840,TarifiytBerber-3-88-1,,,,immediate,canguro,kangaroo,yes,Spanish,stan1288
5841,TarifiytBerber-10-58-1,,,,immediate,r’əwwəħ,bring in for the night,yes,Arabic (Moroccan),moro1292
5842,TarifiytBerber-1-411-1,,,,immediate,dəmna,small garden before a house,yes,Arabic (Moroccan),moro1292
5843,TarifiytBerber-1-831-1,,,,immediate,šyat’,"odour of burning meet, etc.",yes,Arabic (Moroccan),moro1292
5844,TarifiytBerber-2-56-1,,,,immediate,ždud,"grandparents, ancestors",yes,Arabic (Moroccan),moro1292
5845,TarifiytBerber-2-4711-1,,,,immediate,ždud,"grandparents, ancestors",yes,Arabic (Moroccan),moro1292
5846,TarifiytBerber-4-844-1,,,,immediate,hlak,the fact of being ruined,yes,Arabic (Moroccan),moro1292
5847,TarifiytBerber-7-232-1,,,,immediate,fəkrun,turtle,yes,Arabic (Moroccan),moro1292
5848,TarifiytBerber-11-29-1,,,,immediate,d’ərr,"cause damage, hurt",yes,Arabic (Moroccan),moro1292
5849,TarifiytBerber-13-331-1,,,,immediate,wəħd-,alone,yes,Arabic (Moroccan),moro1292
5850,TarifiytBerber-14-251-1,,,,immediate,bda,begin,yes,Arabic (Moroccan),moro1292
5851,TarifiytBerber-14-411-1,,,,immediate,nhar’,day,yes,Arabic (Moroccan),moro1292
5852,TarifiytBerber-22-131-1,,,,immediate,kanīsa,"church, temple",yes,Standard Arabic,stan1318
5853,TarifiytBerber-22-131-2,,,,immediate,masǧid,mosque,yes,Classical Arabic,
5854,TarifiytBerber-22-132-1,,,,immediate,masǧid,mosque,yes,Classical Arabic,
5855,TarifiytBerber-17-28-1,,,,immediate,masǧid,mosque,yes,Classical Arabic,
5856,TarifiytBerber-24-14-1,,,,immediate,walu,nothing,yes,Arabic (Moroccan),moro1292
5857,TarifiytBerber-9-311-1,,,,immediate,msəħ,wipe,yes,Arabic (Moroccan),moro1292
5858,TarifiytBerber-1-775-1,,,,immediate,žməd,freeze,yes,Arabic (Moroccan),moro1292
5859,TarifiytBerber-13-21-2,,,,immediate,ʕəmmər’,"fill, be full",yes,Arabic (Moroccan),moro1292
5860,TarifiytBerber-19-32-2,,,,immediate,malik,king,yes,Arabic (Moroccan),moro1292
5861,TarifiytBerber-22-12-2,,,,immediate,l’l’ah,God,yes,Arabic (Moroccan),moro1292
5862,TarifiytBerber-9-16-2,,,,immediate,šədd,to tie,yes,Arabic (Moroccan),moro1292
5863,TarifiytBerber-9-16-3,,,,immediate,krəf,"make tight (belt, knot, etc.)",yes,Arabic (Moroccan),moro1292
5864,TarifiytBerber-5-23-2,,,,immediate,šwa,"broil, grill",yes,Arabic (Moroccan),moro1292
5865,TarifiytBerber-12-23-2,,,,immediate,fs’əl,separate,yes,Arabic (Moroccan),moro1292
5866,TarifiytBerber-11-31-1,,,,immediate,fəttəš,search,yes,Arabic (Moroccan),moro1292
5867,TarifiytBerber-20-64-2,,,,immediate,fəxx,"trap, ambush",yes,Arabic (Moroccan),moro1292
5868,TarifiytBerber-20-13-2,,,,immediate,guerra,the war,yes,Spanish,stan1288
5869,TarifiytBerber-4-84-2,,,,immediate,hlək,be ruined,yes,Arabic (Moroccan),moro1292
5870,TarifiytBerber-17-13-2,,,,immediate,pensar,think,yes,Spanish,stan1288
5871,TarifiytBerber-17-24-2,,,,immediate,ħfəd’,learn by heart,yes,Arabic (Moroccan),moro1292
5872,TarifiytBerber-8-22-2,,,,immediate,ħfər,dig,yes,Arabic (Moroccan),moro1292
5873,TarifiytBerber-3-26-2,,,,immediate,ħuli,sheep (sg.),yes,Arabic (Moroccan),moro1292
5874,TarifiytBerber-16-44-2,,,,immediate,ħsəd,jealousy,yes,Arabic (Moroccan),moro1292
5875,TarifiytBerber-3-45-2,,,,immediate,ždəʕ,"foal, colt",yes,Arabic (Moroccan),moro1292
5876,TarifiytBerber-9-33-2,,,,immediate,žər’r’,pull,yes,Arabic (Moroccan),moro1292
5877,TarifiytBerber-1-222-1,,,,immediate,žŭr’f,"bank, slope",yes,Arabic (Moroccan),moro1292
5878,TarifiytBerber-4-464-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5879,TarifiytBerber-10-55-2,,,,immediate,ləħħəg,make reach,yes,Arabic (Moroccan),moro1292
5880,TarifiytBerber-18-41-1,,,,immediate,laɣa,call,yes,Arabic (Moroccan),moro1292
5881,TarifiytBerber-12-212-2,,,,immediate,ləqqət’,pick up,yes,Arabic (Moroccan),moro1292
5882,TarifiytBerber-6-59-1,,,,immediate,ltam,veil,yes,Arabic (Moroccan),moro1292
5883,TarifiytBerber-8-83-2,,,,immediate,ləččin,orange,yes,Arabic (Moroccan),moro1292
5884,TarifiytBerber-6-81-1,,,,immediate,mħirma,type of shawl,yes,Arabic (Moroccan),moro1292
5885,TarifiytBerber-9-5-1,,,,immediate,msmr,nail,no,Hebrew,hebr1245
5886,TarifiytBerber-9-5-1,,,,immediate,msmr,nail,no,Punic,puni1241
5887,TarifiytBerber-10-43-2,,,,immediate,nəqqəz,jump,yes,Arabic (Moroccan),moro1292
5888,TarifiytBerber-11-43-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5889,TarifiytBerber-3-94-2,,,,immediate,ɣlal,snail,yes,Arabic (Moroccan),moro1292
5890,TarifiytBerber-4-204-3,,,,immediate,ɣənzur,nasty snout,yes,Arabic (Moroccan),moro1292
5891,TarifiytBerber-16-44-3,,,,immediate,ɣar,be jealous,yes,Arabic (Moroccan),moro1292
5892,TarifiytBerber-5-47-2,,,,immediate,ɣərbəl,to sieve,yes,Arabic (Moroccan),moro1292
5893,TarifiytBerber-7-21-2,,,,immediate,ɣŭr’fa,room above the ground floor,yes,Arabic (Moroccan),moro1292
5894,TarifiytBerber-8-25-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5895,TarifiytBerber-4-202-1,,,,immediate,qəšqaša,baby rattle,yes,Arabic (Moroccan),moro1292
5896,TarifiytBerber-1-213-2,,,,immediate,ɣəbr’a,dust,yes,Arabic (Moroccan),moro1292
5897,TarifiytBerber-1-25-2,,,,immediate,ǧazīra,island,yes,Standard Arabic,stan1318
5898,TarifiytBerber-1-37-3,,,,immediate,ʕŭns’ər’,"spring, fountain",yes,Arabic (Moroccan),moro1292
5899,TarifiytBerber-1-73-3,,,,immediate,ɣmam,dark low clouds,yes,Arabic (Moroccan),moro1292
5900,TarifiytBerber-1-89-2,,,,immediate,faxər’,charcoal,yes,Arabic (Moroccan),moro1292
5901,TarifiytBerber-2-25-2,,,,immediate,ħr’am,"forbidden by religion, bastardy",yes,Arabic (Moroccan),moro1292
5902,TarifiytBerber-2-251-2,,,,immediate,ħr’am,"forbidden by religion, bastardy",yes,Arabic (Moroccan),moro1292
5903,TarifiytBerber-2-251-3,,,,immediate,ʕəzri,"bachelor, young man",yes,Arabic (Moroccan),moro1292
5904,TarifiytBerber-2-261-2,,,,immediate,ħr’am,"forbidden by religion, bastardy",yes,Arabic (Moroccan),moro1292
5905,TarifiytBerber-2-26-2,,,,immediate,ħr’am,"forbidden by religion, bastardy",yes,Arabic (Moroccan),moro1292
5906,TarifiytBerber-2-261-3,,,,immediate,ʕəzri,"bachelor, young man",yes,Arabic (Moroccan),moro1292
5907,TarifiytBerber-2-341-2,,,,immediate,t’alāq,divorce,yes,Standard Arabic,stan1318
5908,TarifiytBerber-3-41-2,,,,immediate,kid’ar,he-mule,yes,Arabic (Moroccan),moro1292
5909,TarifiytBerber-3-61-3,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5910,TarifiytBerber-3-63-2,,,,immediate,topo,mole,yes,Spanish,stan1288
5911,TarifiytBerber-3-85-3,,,,immediate,busəkka,rattlesnake,yes,Arabic (Moroccan),moro1292
5912,TarifiytBerber-3-92-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5913,TarifiytBerber-4-11-2,,,,immediate,dat,body,yes,Arabic (Moroccan),moro1292
5914,TarifiytBerber-1-323-2,,,,immediate,haž,"be agitated, be troubled",yes,Arabic (Moroccan),moro1292
5915,TarifiytBerber-1-45-2,,,,immediate,nhəzz,be shaken,yes,Arabic (Moroccan),moro1292
5916,TarifiytBerber-1-55-2,,,,immediate,br’uq,lightning (pl.),yes,Arabic (Moroccan),moro1292
5917,TarifiytBerber-1-57-2,,,,immediate,br’uq,lightning (pl.),yes,Arabic (Moroccan),moro1292
5918,TarifiytBerber-2-27-3,,,,immediate,wašun,children,yes,Arabic (Moroccan),moro1292
5919,TarifiytBerber-3-19-2,,,,immediate,nwala,thatched hut,yes,Arabic (Moroccan),moro1292
5920,TarifiytBerber-3-57-2,,,,immediate,pabo,turkey,yes,Spanish,stan1288
5921,TarifiytBerber-2-21-2,,,,immediate,tərras,infanterist,yes,Arabic (Moroccan),moro1292
5922,TarifiytBerber-19-72-1,,,,immediate,qəħba,prostitute,yes,Arabic (Moroccan),moro1292
5923,TarifiytBerber-7-42-2,,,,immediate,cama,the bed,yes,Spanish,stan1288
5924,TarifiytBerber-4-81-2,,,,immediate,qwa,be strong,yes,Arabic (Moroccan),moro1292
5925,TarifiytBerber-8-16-2,,,,immediate,qəwr’,fence,yes,Arabic (Moroccan),moro1292
5926,TarifiytBerber-7-47-1,,,,immediate,mər’fəʕ,shelf for storing,yes,Arabic (Moroccan),moro1292
5927,TarifiytBerber-10-481-2,,,,immediate,r’žəʕ,come back,yes,Arabic (Moroccan),moro1292
5928,TarifiytBerber-11-34-2,,,,immediate,r’xa,loosen,yes,Arabic (Moroccan),moro1292
5929,TarifiytBerber-19-445-2,,,,immediate,r’xa,loosen,yes,Arabic (Moroccan),moro1292
5930,TarifiytBerber-9-161-1,,,,immediate,r’xa,loosen,yes,Arabic (Moroccan),moro1292
5931,TarifiytBerber-21-34-1,,,,immediate,r’xa,loosen,yes,Arabic (Moroccan),moro1292
5932,TarifiytBerber-9-88-2,,,,immediate,s’baɣa,paint,yes,Arabic (Moroccan),moro1292
5933,TarifiytBerber-22-43-1,,,,immediate,səħħar,"magician, sorcerer",yes,Arabic (Moroccan),moro1292
5934,TarifiytBerber-9-29-2,,,,immediate,sləx,skin an animal,yes,Arabic (Moroccan),moro1292
5935,TarifiytBerber-9-36-3,,,,immediate,s’əbbən,wash (clothes),yes,Arabic (Moroccan),moro1292
5936,TarifiytBerber-4-204-4,,,,immediate,sifa,face,yes,Arabic (Moroccan),moro1292
5937,TarifiytBerber-17-15-2,,,,immediate,taq,believe,yes,Arabic (Moroccan),moro1292
5938,TarifiytBerber-7-45-3,,,,immediate,linterna (eléctrica),electric torch,yes,Spanish,stan1288
5939,TarifiytBerber-18-72-2,,,,immediate,t’bəl,drum,yes,Arabic (Moroccan),moro1292
5940,TarifiytBerber-23-14-2,,,,immediate,t’umubil,car,yes,Arabic (Moroccan),moro1292
5941,TarifiytBerber-15-46-2,,,,immediate,tranquille,quiet,yes,French,stan1290
5942,TarifiytBerber-1-23-2,,,,immediate,wt’a,"prairy, plain, flatland",yes,Arabic (Moroccan),moro1292
5943,TarifiytBerber-12-37-1,,,,immediate,wəs’t,middle,yes,Arabic (Moroccan),moro1292
5944,TarifiytBerber-17-47-2,,,,immediate,waʕər,"hard, difficult",yes,Arabic (Moroccan),moro1292
5945,TarifiytBerber-7-21-3,,,,immediate,xima,tent,yes,Arabic (Moroccan),moro1292
5946,TarifiytBerber-5-76-2,,,,immediate,zbib,raisin,yes,Arabic (Moroccan),moro1292
5947,TarifiytBerber-23-565-1,,,,immediate,ħlawi,"candies, sweets",yes,Arabic (Moroccan),moro1292
5948,TarifiytBerber-1-87-2,,,,immediate,z’alamit’,match,yes,Arabic (Moroccan),moro1292
5949,TarifiytBerber-10-481-3,,,,immediate,ʕgəb,return,yes,Arabic (Moroccan),moro1292
5950,TarifiytBerber-20-17-2,,,,immediate,ʕəskri,soldier,yes,Arabic (Moroccan),moro1292
5951,TarifiytBerber-14-35-2,,,,immediate,ʕawəd,"repeat, tell",yes,Arabic (Moroccan),moro1292
5952,TarifiytBerber-1-72-2,,,,immediate,riħ,wind,yes,Arabic (Moroccan),moro1292
5953,TarifiytBerber-3-818-2,,,,immediate,bunif,kind of insect (lit. the one with the nose),yes,Arabic (Moroccan),moro1292
5954,TarifiytBerber-3-818-3,,,,immediate,rtila,spider,yes,Arabic (Moroccan),moro1292
5955,TarifiytBerber-3-21-3,,,,immediate,toro,the bull,yes,Spanish,stan1288
5956,TarifiytBerber-3-44-2,,,,immediate,ʕəwda,mare,yes,Arabic (Moroccan),moro1292
5957,TarifiytBerber-3-817-2,,,,immediate,nməl,ants,yes,Arabic (Moroccan),moro1292
5958,TarifiytBerber-2-6412-6,,,,immediate,slif,husband of wife’s sister,yes,Arabic (Moroccan),moro1292
5959,TarifiytBerber-2-6412-7,,,,immediate,slif,husband of wife’s sister,yes,Arabic (Moroccan),moro1292
5960,TarifiytBerber-3-36-2,,,,immediate,ʕətrus,billy goat,yes,Arabic (Moroccan),moro1292
5961,TarifiytBerber-4-18-2,,,,immediate,z’ənt’it’,tail,yes,Arabic (Moroccan),moro1292
5962,TarifiytBerber-4-18-3,,,,immediate,kənnasa,broom,yes,Arabic (Moroccan),moro1292
5963,TarifiytBerber-4-2-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5964,TarifiytBerber-4-203-3,,,,immediate,mŭxx,brain,yes,Arabic (Moroccan),moro1292
5965,TarifiytBerber-4-4-2,,,,immediate,žuf,belly,yes,Arabic (Moroccan),moro1292
5966,TarifiytBerber-4-46-2,,,,immediate,məʕda,stomach,yes,Arabic (Moroccan),moro1292
5967,TarifiytBerber-4-464-3,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5968,TarifiytBerber-4-464-4,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5969,TarifiytBerber-4-492-3,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5970,TarifiytBerber-4-57-3,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5971,TarifiytBerber-4-67-2,,,,immediate,fʕəl,"have sex, do",yes,Arabic (Moroccan),moro1292
5972,TarifiytBerber-4-741-2,,,,immediate,ħayat,life,yes,Arabic (Moroccan),moro1292
5973,TarifiytBerber-4-7501-2,,,,immediate,məyyət,dead,yes,Arabic (Moroccan),moro1292
5974,TarifiytBerber-4-82-2,,,,immediate,qd’a,"accomplish, achieve",yes,Arabic (Moroccan),moro1292
5975,TarifiytBerber-4-89-2,,,,immediate,r’həž,violent poison,yes,Arabic (Moroccan),moro1292
5976,TarifiytBerber-4-98-2,,,,immediate,ɣəlla,to boil,yes,Arabic (Moroccan),moro1292
5977,TarifiytBerber-5-41-2,,,,immediate,makla,"food, meal",yes,Arabic (Moroccan),moro1292
5978,TarifiytBerber-5-12-2,,,,immediate,makla,"food, meal",yes,Arabic (Moroccan),moro1292
5979,TarifiytBerber-5-23-3,,,,immediate,qla,fry,yes,Arabic (Moroccan),moro1292
5980,TarifiytBerber-5-25-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5981,TarifiytBerber-5-28-2,,,,immediate,bur’ma,large chauldron,yes,Arabic (Moroccan),moro1292
5982,TarifiytBerber-5-27-2,,,,immediate,məqr’əž,"long-spouted pot used for heating water, kind of tea kettle",yes,Arabic (Moroccan),moro1292
5983,TarifiytBerber-5-33-2,,,,immediate,qbuša,clay pot used for cooking,yes,Arabic (Moroccan),moro1292
5984,TarifiytBerber-5-43-2,,,,immediate,ft’ur,"breakfast, lunch",yes,Arabic (Moroccan),moro1292
5985,TarifiytBerber-5-58-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
5986,TarifiytBerber-5-64-2,,,,immediate,sopa,the soup,yes,Spanish,stan1288
5987,TarifiytBerber-5-93-2,,,,immediate,birra,beer,yes,Arabic (Moroccan),moro1292
5988,TarifiytBerber-6-41-2,,,,immediate,ħayək,cloak,yes,Arabic (Moroccan),moro1292
5989,TarifiytBerber-6-51-2,,,,immediate,hərkus,old shoe,yes,Arabic (Moroccan),moro1292
5990,TarifiytBerber-6-51-3,,,,immediate,sandaliya,sandal,yes,Spanish,stan1288
5991,TarifiytBerber-6-51-4,,,,immediate,chancla,"worn-out shoe, sandal",yes,Spanish,stan1288
5992,TarifiytBerber-6-55-2,,,,immediate,chapeau,hat,yes,French,stan1290
5993,TarifiytBerber-6-55-3,,,,immediate,t’ər’buš,fez,yes,Arabic (Moroccan),moro1292
5994,TarifiytBerber-7-14-2,,,,immediate,ʕŭšša,"kind of conical, thatched hut (similar to American teepee)",yes,Arabic (Moroccan),moro1292
5995,TarifiytBerber-7-45-4,,,,immediate,lamb’a,lamp,yes,Arabic (Moroccan),moro1292
5996,TarifiytBerber-8-13-2,,,,immediate,ʕərs’a,"garden, orchard",yes,Arabic (Moroccan),moro1292
5997,TarifiytBerber-8-13-3,,,,immediate,žərd’a,garden,yes,Arabic (Moroccan),moro1292
5998,TarifiytBerber-8-69-2,,,,immediate,kma,to smoke,yes,Arabic (Moroccan),moro1292
5999,TarifiytBerber-8-81-2,,,,immediate,bnj.t,date,yes,Egyptian,
6000,TarifiytBerber-8-83-3,,,,immediate,(naranja) mandarina,mandarin,yes,Spanish,stan1288
6001,TarifiytBerber-8-84-2,,,,immediate,banan,bananas,yes,Arabic (Moroccan),moro1292
6002,TarifiytBerber-5-34-2,,,,immediate,briq,coffee pot,yes,Arabic (Moroccan),moro1292
6003,TarifiytBerber-8-17-3,,,,immediate,riga,ditch,yes,Latin,
6004,TarifiytBerber-8-17-4,,Source word unidentifiable,,immediate,,,yes,Unidentified,
6005,TarifiytBerber-9-23-2,,,,immediate,xədmi,kitchen knife,yes,Arabic (Moroccan),moro1292
6006,TarifiytBerber-9-24-3,,,,immediate,mqəs,scissors,yes,Arabic (Moroccan),moro1292
6007,TarifiytBerber-9-28-3,,,,immediate,šərrəg,"tear, rip up",yes,Arabic (Moroccan),moro1292
6008,TarifiytBerber-9-31-2,,Source word unidentifiable,,immediate,,,yes,Unidentified,
6009,TarifiytBerber-9-35-3,,,,immediate,kəbb,pour,yes,Arabic (Moroccan),moro1292
6010,TarifiytBerber-9-49-2,,,,immediate,mas’s’a,sledge hammer,yes,Arabic (Maghrebi),moro1292
6011,TarifiytBerber-9-771-2,,,,immediate,tapete,rug,yes,Spanish,stan1288
6012,TarifiytBerber-10-25-2,,,,immediate,səyyəb,throw,yes,Arabic (Moroccan),moro1292
6013,TarifiytBerber-10-25-3,,Source word unidentifiable,,immediate,,,yes,Unidentified,
